content_id,content_type,difficulty,competences,theme_id
a99f2d5a,video,1,"cpsaa,ce,cc,cd,ccec,cp,stem",3
dcbb82ba,interactivo,1,cp,3
2c7575b0,adaptado,1,"ccec,cpsaa,cd,ce",3
0113d0f0,texto,2,ce,3
9424a72c,video,2,"stem,cp,ccl",3
6cd2b550,interactivo,2,"ccl,cd,cpsaa,ccec,stem",3
f06011fd,adaptado,2,"cc,ccec,ce,stem,cd,cp,ccl",3
c7d0b9f9,texto,3,"ccec,cc,cd,stem,ccl,ce,cpsaa,cp",3
c088be31,video,3,cpsaa,3
fd88692f,interactivo,3,"ccl,ce,ccec,cp,cc,stem,cd",3
1e19eca5,adaptado,3,cd,3
c2c997ab,texto,1,"cp,ce,stem,cpsaa,cd,cc",3
4f0c864e,video,1,"cpsaa,cc",3
b388bfd6,interactivo,1,"ccec,ccl,ce,cpsaa",3
1edfd999,adaptado,1,"ce,ccl,ccec,cpsaa",3
488a5f31,texto,2,"cc,stem,cpsaa,cp,cd,ce",3
9e368376,video,2,"cpsaa,cd,cc,ce,cp",3
10b0693d,interactivo,2,"ccec,cc,stem",3
221c1d43,adaptado,2,"ccl,ccec,ce,cc,cpsaa,cd",3
fa1ae559,texto,3,"ccec,cpsaa",3
4db79102,video,3,"stem,ccl",3
5cfc7e51,interactivo,3,"cpsaa,ccec",3
fb04558c,adaptado,3,"cp,ce,ccec,cpsaa,cc,ccl,cd,stem",3
3e3e7901,texto,1,"ccl,cc,ccec,stem,ce",3
1e777647,video,1,"ccec,stem,ce,cc",3
98df2be0,interactivo,1,"cd,ccec,cpsaa,cp,ce,cc,ccl,stem",3
786ca8f6,adaptado,1,"cc,stem,cd,ccec,cpsaa",3
bc386ed4,texto,2,"cp,stem,cc,cd,ccec",3
0088de09,video,2,cd,3
066bcc27,interactivo,2,cp,3
4a0c973b,adaptado,2,"stem,cc,cpsaa",3
4ed757d7,texto,3,"cp,ccec,stem,ccl",3
1c80f463,video,3,"cd,cp",3
1b3a1b1d,interactivo,3,"cc,stem,cp,cpsaa,ccl,cd",3
d0b5fe16,adaptado,3,"ccl,cd,stem",3
10c835cb,texto,1,"ccl,cpsaa,cd,cc,stem",4
591eae24,video,1,"cc,cpsaa,ccec,stem",4
e0734e94,interactivo,1,"cc,cp,cpsaa,ce,cd",4
6be18247,adaptado,1,"cc,cpsaa,ccl,ccec",4
0a9f769c,texto,2,"cp,cd,ccec,cc,ce,cpsaa,stem,ccl",4
4a7ec9fe,video,2,cd,4
3c719585,interactivo,2,"ccec,stem,cc,cp,ccl",4
9b5d22e2,adaptado,2,"stem,cp,cc,cpsaa",4
94dde493,texto,3,"ccec,cd,cpsaa,stem,cc,ccl",4
bbac8253,video,3,"ce,stem,ccec",4
2b231db1,interactivo,3,"cd,stem,cpsaa,cc,ccec,ce,ccl",4
f2f4d05a,adaptado,3,"cpsaa,stem,cd,ce,cc,ccl,cp",4
0477c338,texto,1,"cd,cc,ccec,ccl",4
41e93bdc,video,1,"cd,cc",4
baf756ec,interactivo,1,"ccl,cc,cp,ccec,cpsaa,cd,stem",4
be28ead3,adaptado,1,"ce,cp,cc",4
a2c92297,texto,2,"cd,ccec,ccl,cp,cpsaa,ce",4
c267bbac,video,2,"cd,cc,ce,stem,cp,ccec,cpsaa",4
26a2b741,interactivo,2,"ccl,ccec,stem,cc,ce,cpsaa,cp,cd",4
d8e1ae2b,adaptado,2,"ce,ccl",4
ed46c55c,texto,3,"cp,ccl",4
38460913,video,3,"cp,ce,ccec",4
b985ecbd,interactivo,3,"cpsaa,ccec",4
96017d51,adaptado,3,"ccl,cd,ccec,ce,cpsaa,cp,stem",4
68b4b746,texto,1,"cc,ccl,cd,cpsaa,cp,ccec,ce,stem",4
d33fabd8,video,1,"cc,cp,ccl",4
40704f8d,interactivo,1,"stem,ccl,cc",4
435bf880,adaptado,1,"stem,ccec,cpsaa,ccl,ce",4
4c8a603a,texto,2,"cc,cpsaa",4
b24d178f,video,2,"ccec,cp,cpsaa,cd",4
aa371043,interactivo,2,"ce,ccec,cpsaa",4
17eeaad9,adaptado,2,"cc,stem,cpsaa,ccec,cd,ce,cp",4
0a9c28cf,texto,3,ccec,4
d8914659,video,3,"ce,cc,ccec,cpsaa,stem",4
288a1f57,interactivo,3,"ccl,cp,ccec,cpsaa,stem",4
c417602b,adaptado,3,"cc,stem",4
043fe4e4,texto,1,"ccl,cc,cpsaa,ccec,cd,cp,stem",4
eac990b0,video,1,"cpsaa,stem,ce,ccl,cp",4
da7d91d2,interactivo,1,"ce,ccec,cd,cc,stem,ccl,cpsaa",4
4fdc3db9,adaptado,1,cc,4
f052ad1b,texto,2,ccl,4
14354d04,video,2,"ce,cd,cc",4
9bd31493,interactivo,2,"ce,cc",4
cfbccc69,adaptado,2,"cpsaa,cd,ccec,ccl,stem,cc,cp,ce",4
08d80f27,texto,3,"cpsaa,cc,cp,ce,stem",4
25467628,video,3,"ce,cp,cc",4
db183fb5,interactivo,3,"cp,ccl,cpsaa,stem,ce,cc",4
429e38d3,adaptado,3,"ccec,ce,cpsaa,cc,cd,stem,ccl,cp",4
0a5fb90b,texto,1,"ccl,cd,stem,cp,ccec,ce,cpsaa,cc",4
e0e28b6c,video,1,"cp,ccl",4
bc1e4e65,interactivo,1,"ccl,ccec,cc,ce,cp,cd,cpsaa,stem",4
350fc2da,adaptado,1,"cc,cd,cp,ce,cpsaa,stem,ccec",4
fb580931,texto,2,"ccl,ccec,cpsaa",4
ae7a019b,video,2,"cd,cp",4
4e2a4f17,interactivo,2,"cc,cpsaa,ce,cd,stem,ccl,ccec",4
f3f32373,adaptado,2,"ccl,ccec,cd,ce,cp,cpsaa",4
9d14a5be,texto,3,"cp,ccl,cc",4
f54cbef8,video,3,"cc,cd,ccl,cp,cpsaa",4
c01fe0f6,interactivo,3,cpsaa,4
d351a3c3,adaptado,3,"ccl,stem,cp,cpsaa,cd,ccec,ce,cc",4
0759177a,texto,1,"stem,cd",5
eb8a430e,video,1,"ce,cd,ccl,cp,stem,ccec",5
09f2d6e6,interactivo,1,"cc,cd,stem",5
af571d60,adaptado,1,"ce,stem,cpsaa,cp,cc,ccl,cd",5
37bccade,texto,2,"ce,ccec",5
7722aed5,video,2,"ccl,cc,cd",5
2cc2cbc0,interactivo,2,"ce,stem,cpsaa,cp,cd,cc,ccec,ccl",5
30fcded3,adaptado,2,"cd,stem,cpsaa,ccl,cp",5
4ae17510,texto,3,ce,5
847428c4,video,3,"cpsaa,cd,ccec,stem,cp,ce,ccl,cc",5
0ecaee6c,interactivo,3,"ccl,ccec,cc,cpsaa,cd",5
af24b32e,adaptado,3,"ccec,ccl,cc,ce",5
bc474c92,texto,1,"stem,cd,cp,ccl,ccec",5
b3c4e6fb,video,1,"ccl,cd,cpsaa,cc",5
2916186d,interactivo,1,"ccl,ce,cpsaa,cp,cd,stem,cc",5
c7b2bd34,adaptado,1,"ccec,cp,cd",5
7e839a7b,texto,2,"cc,ce,cd,ccl",5
7a9c83da,video,2,"stem,cp,ccl,ccec,cc,ce,cd,cpsaa",5
6283f975,interactivo,2,"stem,ce,cc,cd,ccec",5
4c26dc88,adaptado,2,"cd,cpsaa,cp",5
3099a89b,texto,3,"cpsaa,stem,cd,ccl,ce,cc,ccec",5
0b7bc322,video,3,"cp,cd,stem",5
334fb954,interactivo,3,cc,5
610d37cc,adaptado,3,"ce,cpsaa",5
77751709,texto,1,"stem,ce",5
86f1c8f2,video,1,"cd,cc,ccec,stem,ccl,ce,cp",5
a5ba1524,interactivo,1,"cd,cpsaa,stem,ccl,ce,cc",5
b7a4a196,adaptado,1,"cp,stem,ccec",5
3f456711,texto,2,"cp,stem,cc,cd,ccl",5
c0de4c18,video,2,"ccl,cc,cd,ce,cpsaa,ccec,cp",5
eddf6544,interactivo,2,"ccec,cpsaa,cd,cp,stem,ce",5
f24063cb,adaptado,2,"cc,ccl",5
d28d6b2a,texto,3,"cc,ccl,ce,cd,ccec,stem,cpsaa",5
50053b5f,video,3,"stem,cc,cpsaa,cd,ccl,ce",5
3c4a25f5,interactivo,3,"ccec,ccl,cpsaa,stem,cd,cp",5
dc4d7398,adaptado,3,ce,5
b6399d5b,texto,1,"cd,cp,cc,ccec,cpsaa,ce",5
f004e442,video,1,"ccec,cp,stem,ccl",5
dea5994b,interactivo,1,"cp,stem,cpsaa,ccl,cc,ccec,ce,cd",5
cd34ad1d,adaptado,1,"cd,ccec",5
019f4d9b,texto,2,"ccl,cp,ce",5
bd8b8c5c,video,2,"cd,cc,ccl,ce,cpsaa,cp,stem,ccec",5
fb7bd861,interactivo,2,"stem,cpsaa,ccl,cp,ccec",5
dc6483d9,adaptado,2,"cc,cp,ccl,ccec",5
eb47fea0,texto,3,"cp,stem,cd,cpsaa,cc",5
26fce55e,video,3,"stem,ccec",5
6cc10376,interactivo,3,"ce,cd,cp,ccec,cc,cpsaa,ccl",5
cef95a96,adaptado,3,"cd,ccl,stem,cpsaa,cc,cp,ce,ccec",5
6e2cd3da,texto,1,"cd,cp,stem",5
9fbbc7df,video,1,"ce,cp,cc,stem",5
bdcdda4b,interactivo,1,"cpsaa,ccl,stem",5
69dcfa54,adaptado,1,ce,5
b149785b,texto,2,"cp,stem,ccec,cd,ce,cc",5
d6d33b70,video,2,"ccec,cd",5
d469228b,interactivo,2,"stem,cpsaa",5
cfa061e0,adaptado,2,cp,5
3fbb51dd,texto,3,"ccl,cc,cpsaa,cp,cd",5
cc57e44e,video,3,"stem,cp,ccl",5
af315f35,interactivo,3,"cp,ccl",5
1b341a5a,adaptado,3,"ccec,cc,ce,cpsaa,cd,stem",5
dea6640d,texto,1,"cc,cp,cd,cpsaa,ccl,stem,ccec",5
7e4ee79b,video,1,"ccec,cp,ce",5
4f1c2d2f,interactivo,1,"stem,cp",5
ba040f0d,adaptado,1,"cc,cd,ccec,cp,ce,stem",5
60881192,texto,2,ccl,5
2cc82ba5,video,2,"cd,ce,ccec,cpsaa,cp",5
37bfd619,interactivo,2,cc,5
24524a0a,adaptado,2,ce,5
284fbe72,texto,3,"cd,ccl,ce,cc",5
86768869,video,3,"ce,ccec",5
4bea2653,interactivo,3,"stem,ce,cp,ccl",5
8cafea18,adaptado,3,"ccec,cc,cd,cp",5
a7a7966d,texto,1,stem,5
eedd299a,video,1,"ce,ccl,stem,cc,cpsaa,ccec,cd,cp",5
126f81c7,interactivo,1,"ce,cc,cd,cp,cpsaa,ccec,stem,ccl",5
12068260,adaptado,1,"ccec,cd,stem,cc,cp,cpsaa,ce,ccl",5
f7955725,texto,2,cd,5
d149c72b,video,2,"ccl,cpsaa",5
9dbb85df,interactivo,2,"ccl,cp",5
6b39ed30,adaptado,2,"ccec,cd,ce,ccl,stem",5
7bdecb11,texto,3,"stem,ce,cc,cp,ccl,cd",5
4b3da099,video,3,"cpsaa,cc",5
b6506783,interactivo,3,ccl,5
fa6d2bc0,adaptado,3,"ccec,ccl,cc,cpsaa,cd,cp,ce,stem",5
3753702a,texto,1,"stem,cp,ccec,cd,ccl,cc,ce",5
dc68c4c6,video,1,"cc,ccec,ce,cp",5
6bdfadcf,interactivo,1,"ccl,cd,cc,cpsaa",5
50abb086,adaptado,1,"cc,cpsaa,ccl,cd,stem,cp,ccec",5
b9579fed,texto,2,"ce,stem,cc,cd,cpsaa,cp",5
2be10ca3,video,2,"cp,cd,ce,cpsaa",5
273533be,interactivo,2,"cc,ccec,cpsaa,cp,cd,ccl,stem,ce",5
38c9d76b,adaptado,2,"cc,ccec",5
1952be28,texto,3,"ccl,cp,cc",5
9d06ab3c,video,3,cc,5
dfcafe57,interactivo,3,"cc,ccl,ce,cp",5
3c2718ae,adaptado,3,"ccl,cd,stem,cpsaa,ccec,ce,cp",5
252ac28f,texto,1,"stem,ccl,cc,cpsaa,ccec",5
1743ca6d,video,1,"cpsaa,ce,ccl,cd,stem,cc",5
2e854a1d,interactivo,1,"cp,cd,cc,ce,cpsaa,ccec",5
a4ccaa9f,adaptado,1,"stem,cc,ccec,cpsaa",5
44cfb9d7,texto,2,"cpsaa,cc,ccl,ccec,ce,stem,cp",5
fbf0e0c8,video,2,"stem,cpsaa,ce,cd,ccec",5
05c95f97,interactivo,2,"cp,ce",5
91daa360,adaptado,2,"cp,ccec",5
fa686da3,texto,3,"cp,cpsaa,cd,ce,stem,ccl,ccec,cc",5
760d2fc3,video,3,"ccec,stem,cd",5
75db52ca,interactivo,3,"stem,ccl,ce,cpsaa",5
80e33d03,adaptado,3,"ccl,cc,cd,cpsaa,ce,stem",5
e8e3c8d3,texto,1,"stem,ccl,cp,cc,ccec,ce,cpsaa,cd",5
4b0dfab4,video,1,"ccec,cp,cd,ce,stem,cc,cpsaa,ccl",5
e6dbfc12,interactivo,1,"ccl,stem,ce,cc",5
ba10fba2,adaptado,1,"cc,ccl,cp,cpsaa",5
4f542a5b,texto,2,"cd,ce,stem,ccec,cpsaa,ccl,cp,cc",5
2868143f,video,2,cd,5
fe7a23d8,interactivo,2,"cpsaa,cd,ccec,cp,ccl,stem",5
17f89852,adaptado,2,"cc,cpsaa,cp,cd",5
15b4b1b2,texto,3,"stem,cd,ce,cp",5
660d00ea,video,3,"stem,cd,cc,ccl,ccec,cpsaa",5
956ef0fe,interactivo,3,"cd,ccec,ce,stem,cc",5
60a28d3b,adaptado,3,cpsaa,5
73a8618f,texto,1,"cc,ccec,ccl,ce,cd,cpsaa,stem",5
7362783b,video,1,"ccec,ce,cpsaa,stem,cd,cp,ccl",5
2dbd4a77,interactivo,1,"cd,ce,cpsaa,cc,stem,cp,ccl",5
15668ac4,adaptado,1,stem,5
2553b889,texto,2,"ccl,cd,ccec,ce,cpsaa,cp",5
592acb36,video,2,"cp,cc,cd,ccl,ce",5
cb824313,interactivo,2,"cpsaa,ccl,cp,cc,ce,ccec,cd",5
60be72f5,adaptado,2,"cc,ccec,ccl,ce,cpsaa,cp,cd",5
7f0b5159,texto,3,cpsaa,5
4dfb4ef7,video,3,"cc,cp,ccl,stem,ce,cpsaa,cd,ccec",5
d4e96b7c,interactivo,3,"cp,ccl,cc,cd,cpsaa,ccec,ce",5
d53396a2,adaptado,3,"cd,cc,cpsaa,ccec",5
b937e3a0,texto,1,"cd,cp,ce,ccl,ccec",6
e4310b9a,video,1,"ccec,ccl,cpsaa,cc,cp",6
0188a983,interactivo,1,"ccl,ccec,ce",6
260352d6,adaptado,1,"stem,cc,cpsaa",6
e792c2dd,texto,2,cc,6
f49bf1dc,video,2,"ccl,cp,stem,cd,ccec,cc,ce",6
97fca403,interactivo,2,"cpsaa,ce,cc,cp,cd,ccl,stem,ccec",6
88958d71,adaptado,2,stem,6
0c86cb30,texto,3,"cpsaa,cp,ccl,stem,ccec,ce",6
8dd08958,video,3,"stem,cc,cpsaa,ccec,cp,cd",6
3cb42354,interactivo,3,cc,6
bd1b100a,adaptado,3,"cc,cp,cpsaa,ce",6
306a4a9f,texto,1,ccec,6
ef5faca3,video,1,"cc,ccl,ccec,cd,ce,cp,cpsaa",6
c1eaad06,interactivo,1,"ccec,cd,cp,ccl",6
26c06f37,adaptado,1,"stem,cc,cpsaa,cp",6
df1d2dd0,texto,2,"stem,ce,cpsaa,ccl,cp,ccec,cc",6
5ae34538,video,2,"stem,ce,ccec,ccl,cd,cpsaa,cp,cc",6
c45a1019,interactivo,2,"ccec,ce",6
aa00d8e3,adaptado,2,cc,6
60acf32b,texto,3,"stem,cp,cc,cd,cpsaa,ccec",6
6945212e,video,3,"cpsaa,ccec,cc,ce,ccl,cp,stem",6
0d3d1243,interactivo,3,"cpsaa,stem,ccl,cp,cd,ce,cc",6
f576b1e3,adaptado,3,"cp,cpsaa,ccec,cc",6
4ec4bee8,texto,1,"stem,cpsaa,ccl,ce,cd",6
20f9b75c,video,1,cd,6
2bc77aac,interactivo,1,stem,6
f300053e,adaptado,1,cpsaa,6
6c583845,texto,2,"stem,cp",6
c4e45292,video,2,"ccl,cc,stem",6
40a92e1b,interactivo,2,"stem,cd,cc,cp,ccl,ccec,cpsaa",6
3e536492,adaptado,2,"ce,cd,ccec,cp,ccl,stem",6
797ddf85,texto,3,"ce,ccec,cpsaa,cc,cd",6
d52b8006,video,3,"ce,cc,cpsaa,ccl,cp",6
94953227,interactivo,3,"cd,ccl,cpsaa,ccec,ce,cc",6
70f031d9,adaptado,3,"ccl,ce,cc,stem,ccec",6
8f21c5a4,texto,1,"ce,stem,cp,ccl,ccec,cd",6
ac85b153,video,1,"cc,cpsaa,ccl,stem,ce",6
dd5184d6,interactivo,1,"ccec,cc,cd,ccl,cpsaa,ce,cp",6
55c40055,adaptado,1,"cc,stem",6
f8a2b403,texto,2,"cp,cc,ce,ccec,cpsaa,cd,stem",6
4414862b,video,2,"ccec,cpsaa",6
cc7c7a0a,interactivo,2,"ccl,ce,cc,cd,stem,cp,cpsaa,ccec",6
20a012df,adaptado,2,"cpsaa,ccec,stem,ccl",6
fd92d5ef,texto,3,"cp,cpsaa,cc,cd,stem",6
72097bb3,video,3,"ccec,cd,cp,cpsaa,ccl,ce,stem",6
e771b7a3,interactivo,3,"ccl,ccec,cd,cc,stem,cpsaa,ce",6
fa73d301,adaptado,3,"cd,ccec,ccl",6
