theme_id,theme_name,block_id
50,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
51,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
52,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
53,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
54,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
55,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
56,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
57,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
58,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
59,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
60,"Mitos grecolatinos. Orixes e funcións. Os heroes e heroínas. Perduración da mitoloxía nas manifestacións artísticas, literarias e na publicidade",2
61,"Relixión grega: cultos, santuarios e oráculos",2
62,"Relixión grega: cultos, santuarios e oráculos",2
63,"Relixión grega: cultos, santuarios e oráculos",2
64,"Relixión grega: cultos, santuarios e oráculos",2
65,"Relixión grega: cultos, santuarios e oráculos",2
66,"Relixión grega: cultos, santuarios e oráculos",2
67,"Relixión grega: cultos, santuarios e oráculos",2
68,"Relixión grega: cultos, santuarios e oráculos",2
69,"Relixión grega: cultos, santuarios e oráculos",2
70,"Relixión grega: cultos, santuarios e oráculos",2
71,"Relixión grega: cultos, santuarios e oráculos",2
72,"Relixión grega: cultos, santuarios e oráculos",2
73,Relixión romana: culto público e privado,2
74,Relixión romana: culto público e privado,2
75,Relixión romana: culto público e privado,2
76,Relixión romana: culto público e privado,2
77,Relixión romana: culto público e privado,2
78,Relixión romana: culto público e privado,2
79,Relixión romana: culto público e privado,2
80,Relixión romana: culto público e privado,2
81,Relixión romana: culto público e privado,2
82,Relixión romana: culto público e privado,2
83,Relixión romana: culto público e privado,2
84,Relixión romana: culto público e privado,2
85,Fundamentos e etapas da arte clásica,3
86,Fundamentos e etapas da arte clásica,3
87,Fundamentos e etapas da arte clásica,3
88,Fundamentos e etapas da arte clásica,3
89,Fundamentos e etapas da arte clásica,3
90,Fundamentos e etapas da arte clásica,3
91,Fundamentos e etapas da arte clásica,3
92,Fundamentos e etapas da arte clásica,3
93,Fundamentos e etapas da arte clásica,3
94,Fundamentos e etapas da arte clásica,3
95,Fundamentos e etapas da arte clásica,3
96,Fundamentos e etapas da arte clásica,3
97,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
98,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
99,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
100,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
101,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
102,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
103,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
104,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
105,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
106,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
107,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
108,Arquitectura en Grecia e Roma: tipos de edificios e ordes arquitectónicas,3
109,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
110,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
111,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
112,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
113,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
114,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
115,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
116,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
117,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
118,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
119,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
120,"Escultura en Grecia e Roma: etapas, estilos e temáticas",3
121,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
122,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
123,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
124,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
125,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
126,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
127,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
128,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
129,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
130,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
131,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
132,Enxeñaría romana: obras públicas e urbanismo. Vías romanas,3
133,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
134,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
135,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
136,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
137,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
138,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
139,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
140,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
141,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
142,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
143,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
144,Herdanza clásica no patrimonio artístico en Europa en xeral e en Galicia en concreto,3
145,Organización política en Grecia e en Roma: formas de goberno e institucións,4
146,Organización política en Grecia e en Roma: formas de goberno e institucións,4
147,Organización política en Grecia e en Roma: formas de goberno e institucións,4
148,Organización política en Grecia e en Roma: formas de goberno e institucións,4
149,Organización política en Grecia e en Roma: formas de goberno e institucións,4
150,Organización política en Grecia e en Roma: formas de goberno e institucións,4
151,Organización política en Grecia e en Roma: formas de goberno e institucións,4
152,Organización política en Grecia e en Roma: formas de goberno e institucións,4
153,Organización política en Grecia e en Roma: formas de goberno e institucións,4
154,Organización política en Grecia e en Roma: formas de goberno e institucións,4
155,Organización política en Grecia e en Roma: formas de goberno e institucións,4
156,Organización política en Grecia e en Roma: formas de goberno e institucións,4
157,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
158,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
159,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
160,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
161,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
162,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
163,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
164,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
165,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
166,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
167,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
168,Sociedade en Grecia e Roma: clases sociais. A escravitude,4
169,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
170,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
171,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
172,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
173,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
174,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
175,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
176,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
177,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
178,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
179,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
180,A familia en Grecia e Roma. Roles dos seus membros; situación da muller,4
181,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
182,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
183,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
184,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
185,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
186,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
187,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
188,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
189,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
190,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
191,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
192,"Vida cotiá en Grecia e Roma: vivenda, hixiene, alimentación, vestimenta e traballo",4
193,Os espectáculos públicos en Grecia e Roma,4
194,Os espectáculos públicos en Grecia e Roma,4
195,Os espectáculos públicos en Grecia e Roma,4
196,Os espectáculos públicos en Grecia e Roma,4
197,Os espectáculos públicos en Grecia e Roma,4
198,Os espectáculos públicos en Grecia e Roma,4
199,Os espectáculos públicos en Grecia e Roma,4
200,Os espectáculos públicos en Grecia e Roma,4
201,Os espectáculos públicos en Grecia e Roma,4
202,Os espectáculos públicos en Grecia e Roma,4
203,Os espectáculos públicos en Grecia e Roma,4
204,Os espectáculos públicos en Grecia e Roma,4
205,"Historia da escritura. Tipos de escritura, materiais e soportes",5
206,"Historia da escritura. Tipos de escritura, materiais e soportes",5
207,"Historia da escritura. Tipos de escritura, materiais e soportes",5
208,"Historia da escritura. Tipos de escritura, materiais e soportes",5
209,"Historia da escritura. Tipos de escritura, materiais e soportes",5
210,"Historia da escritura. Tipos de escritura, materiais e soportes",5
211,"Historia da escritura. Tipos de escritura, materiais e soportes",5
212,"Historia da escritura. Tipos de escritura, materiais e soportes",5
213,"Historia da escritura. Tipos de escritura, materiais e soportes",5
214,"Historia da escritura. Tipos de escritura, materiais e soportes",5
215,"Historia da escritura. Tipos de escritura, materiais e soportes",5
216,"Historia da escritura. Tipos de escritura, materiais e soportes",5
217,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
218,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
219,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
220,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
221,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
222,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
223,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
224,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
225,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
226,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
227,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
228,Orixe do alfabeto. O alfabeto grego e o abecedario latino,5
229,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
230,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
231,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
232,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
233,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
234,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
235,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
236,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
237,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
238,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
239,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
240,As linguas do mundo. O indoeuropeo e as súas familias lingüísticas,5
241,As linguas romances,5
242,As linguas romances,5
243,As linguas romances,5
244,As linguas romances,5
245,As linguas romances,5
246,As linguas romances,5
247,As linguas romances,5
248,As linguas romances,5
249,As linguas romances,5
250,As linguas romances,5
251,As linguas romances,5
252,As linguas romances,5
253,Composición e derivación culta de orixe grega e latina,5
254,Composición e derivación culta de orixe grega e latina,5
255,Composición e derivación culta de orixe grega e latina,5
256,Composición e derivación culta de orixe grega e latina,5
257,Composición e derivación culta de orixe grega e latina,5
258,Composición e derivación culta de orixe grega e latina,5
259,Composición e derivación culta de orixe grega e latina,5
260,Composición e derivación culta de orixe grega e latina,5
261,Composición e derivación culta de orixe grega e latina,5
262,Composición e derivación culta de orixe grega e latina,5
263,Composición e derivación culta de orixe grega e latina,5
264,Composición e derivación culta de orixe grega e latina,5
265,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
266,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
267,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
268,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
269,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
270,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
271,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
272,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
273,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
274,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
275,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
276,"Latinismos, palabras patrimoniais, cultismos e semicultismos",5
277,Principais regras de evolución fonética do latín ao galego e ao castelán,5
278,Principais regras de evolución fonética do latín ao galego e ao castelán,5
279,Principais regras de evolución fonética do latín ao galego e ao castelán,5
280,Principais regras de evolución fonética do latín ao galego e ao castelán,5
281,Principais regras de evolución fonética do latín ao galego e ao castelán,5
282,Principais regras de evolución fonética do latín ao galego e ao castelán,5
283,Principais regras de evolución fonética do latín ao galego e ao castelán,5
284,Principais regras de evolución fonética do latín ao galego e ao castelán,5
285,Principais regras de evolución fonética do latín ao galego e ao castelán,5
286,Principais regras de evolución fonética do latín ao galego e ao castelán,5
287,Principais regras de evolución fonética do latín ao galego e ao castelán,5
288,Principais regras de evolución fonética do latín ao galego e ao castelán,5
289,Léxico grecolatino na linguaxe común e na científica e técnica,5
290,Léxico grecolatino na linguaxe común e na científica e técnica,5
291,Léxico grecolatino na linguaxe común e na científica e técnica,5
292,Léxico grecolatino na linguaxe común e na científica e técnica,5
293,Léxico grecolatino na linguaxe común e na científica e técnica,5
294,Léxico grecolatino na linguaxe común e na científica e técnica,5
295,Léxico grecolatino na linguaxe común e na científica e técnica,5
296,Léxico grecolatino na linguaxe común e na científica e técnica,5
297,Léxico grecolatino na linguaxe común e na científica e técnica,5
298,Léxico grecolatino na linguaxe común e na científica e técnica,5
299,Léxico grecolatino na linguaxe común e na científica e técnica,5
300,Léxico grecolatino na linguaxe común e na científica e técnica,5
301,Presenza das linguas clásicas nas linguas modernas,5
302,Presenza das linguas clásicas nas linguas modernas,5
303,Presenza das linguas clásicas nas linguas modernas,5
304,Presenza das linguas clásicas nas linguas modernas,5
305,Presenza das linguas clásicas nas linguas modernas,5
306,Presenza das linguas clásicas nas linguas modernas,5
307,Presenza das linguas clásicas nas linguas modernas,5
308,Presenza das linguas clásicas nas linguas modernas,5
309,Presenza das linguas clásicas nas linguas modernas,5
310,Presenza das linguas clásicas nas linguas modernas,5
311,Presenza das linguas clásicas nas linguas modernas,5
312,Presenza das linguas clásicas nas linguas modernas,5
313,Xéneros literarios grecolatinos: autores e obras principais,5
314,Xéneros literarios grecolatinos: autores e obras principais,5
315,Xéneros literarios grecolatinos: autores e obras principais,5
316,Xéneros literarios grecolatinos: autores e obras principais,5
317,Xéneros literarios grecolatinos: autores e obras principais,5
318,Xéneros literarios grecolatinos: autores e obras principais,5
319,Xéneros literarios grecolatinos: autores e obras principais,5
320,Xéneros literarios grecolatinos: autores e obras principais,5
321,Xéneros literarios grecolatinos: autores e obras principais,5
322,Xéneros literarios grecolatinos: autores e obras principais,5
323,Xéneros literarios grecolatinos: autores e obras principais,5
324,Xéneros literarios grecolatinos: autores e obras principais,5
325,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
326,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
327,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
328,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
329,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
330,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
331,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
332,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
333,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
334,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
335,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
336,"Fórmulas básicas de saúdo e presentación en latín e grego, e fraseoloxía básica do medio escolar",5
337,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
338,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
339,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
340,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
341,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
342,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
343,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
344,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
345,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
346,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
347,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
348,Presenza da civilización grecolatina nas artes e na organización social e política actual,6
349,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
350,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
351,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
352,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
353,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
354,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
355,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
356,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
357,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
358,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
359,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
360,Mitoloxía e temas lendarios nas manifestacións artísticas actuais,6
361,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
362,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
363,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
364,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
365,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
366,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
367,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
368,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
369,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
370,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
371,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
372,Historia de Grecia e Roma e a súa presenza no noso país. A presenza de Grecia e Roma na Península Ibérica. A romanización de Hispania e da Gallaecia,6
373,Investigación sobre a perduración da civilización clásica na nosa cultura,6
374,Investigación sobre a perduración da civilización clásica na nosa cultura,6
375,Investigación sobre a perduración da civilización clásica na nosa cultura,6
376,Investigación sobre a perduración da civilización clásica na nosa cultura,6
377,Investigación sobre a perduración da civilización clásica na nosa cultura,6
378,Investigación sobre a perduración da civilización clásica na nosa cultura,6
379,Investigación sobre a perduración da civilización clásica na nosa cultura,6
380,Investigación sobre a perduración da civilización clásica na nosa cultura,6
381,Investigación sobre a perduración da civilización clásica na nosa cultura,6
382,Investigación sobre a perduración da civilización clásica na nosa cultura,6
383,Investigación sobre a perduración da civilización clásica na nosa cultura,6
384,Investigación sobre a perduración da civilización clásica na nosa cultura,6
